order_index,call_type,agent,execution_name,model_name,input_tokens,output_tokens,cached_input_tokens,reasoning_tokens,total_tokens,retry_count,has_content,tool_calls,tool_durations,ts
41,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,20652,553,17762,0,21205,0,True,"[""login"", ""login""]","[0.108407, 0.001257]",2026-09-03T10:53:20.872742+00:00
42,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,20799,266,20648,0,21065,0,True,"[""logout"", ""logout""]","[0.102073, 0.001216]",2026-09-03T10:53:25.384605+00:00
43,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,20960,98,20795,0,21058,0,True,"[""http_get"", ""http_get""]","[0.603695, 0.001208]",2026-09-03T10:53:27.522728+00:00
44,reflect,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,21883,760,11220,0,22643,0,True,[],[],2026-09-03T10:53:43.021218+00:00
45,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,24133,890,11364,0,25023,0,True,"[""http_get"", ""http_get""]","[0.543129, 0.0013]",2026-09-03T10:54:00.746205+00:00
46,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,27104,545,27100,0,27649,0,True,"[""http_get"", ""http_get""]","[0.579012, 0.001368]",2026-09-03T10:57:09.681927+00:00
47,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,30212,497,27100,0,30709,0,True,"[""http_post"", ""http_post""]","[0.558017, 0.001316]",2026-09-03T10:57:19.075742+00:00
48,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,30634,11452,30208,0,42086,0,True,"[""http_get"", ""http_get""]","[0.55407, 0.00139]",2026-09-03T11:00:13.458358+00:00
49,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,33389,478,30630,0,33867,0,True,"[""http_get"", ""http_get""]","[0.550575, 0.001387]",2026-09-03T11:00:22.581145+00:00
50,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,36095,234,33385,0,36329,0,True,"[""logout"", ""logout""]","[0.121876, 0.001493]",2026-09-03T11:00:28.069867+00:00
51,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,36268,234,36091,0,36502,0,True,"[""login"", ""login""]","[0.079391, 0.001585]",2026-09-03T11:00:32.370418+00:00
52,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,36402,5709,36264,0,42111,0,True,"[""http_post"", ""http_post""]","[0.552792, 0.001449]",2026-09-03T11:02:00.185638+00:00
53,reflect,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,37447,710,21879,0,38157,0,True,[],[],2026-09-03T11:02:17.196941+00:00
54,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,39682,110,22085,0,39792,0,True,"[""http_get"", ""http_get""]","[0.543963, 0.001434]",2026-09-03T11:02:25.425120+00:00
55,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,41904,278,39678,0,42182,0,True,"[""http_post"", ""http_post""]","[0.550719, 0.00175]",2026-09-03T11:02:31.543347+00:00
56,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,43981,148,41900,0,44129,0,True,"[""http_get"", ""http_get""]","[0.552241, 0.001564]",2026-09-03T11:02:35.635462+00:00
57,agent,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,46214,276,43977,0,46490,0,True,"[""http_post"", ""http_post""]","[0.554082, 0.001534]",2026-09-03T11:02:41.866644+00:00
58,reflect,dast,DAST on POST form fields for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,46378,769,37443,0,47147,0,True,[],[],2026-09-03T11:02:58.284827+00:00
59,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,7061,546,6242,0,7607,0,True,[],[],2026-09-03T11:03:06.753573+00:00
60,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3455,216,0,0,3671,0,True,"[""kb_list_dir"", ""kb_list_dir""]","[0.005278, 3.1e-05]",2026-09-03T11:03:11.249258+00:00
61,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3587,127,3451,0,3714,0,False,"[""kb_get"", ""kb_get"", ""kb_get""]","[0.00598, 0.000493, 3.1e-05]",2026-09-03T11:03:13.506828+00:00
62,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5800,110,3583,0,5910,0,True,"[""kb_list_dir"", ""kb_list_dir""]","[0.00511, 0.000297]",2026-09-03T11:03:16.133771+00:00
63,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5979,125,5796,0,6104,0,False,"[""kb_get"", ""kb_list_dir"", ""kb_list_dir""]","[0.005628, 0.001727, 3.3e-05]",2026-09-03T11:03:18.418095+00:00
64,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6421,91,5975,0,6512,0,True,"[""kb_list_dir""]",[0.004701],2026-09-03T11:03:20.299805+00:00
65,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6903,235,6417,0,7138,0,True,"[""kb_list_dir""]",[0.003996],2026-09-03T11:03:24.190579+00:00
66,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6993,327,6899,0,7320,0,True,"[""kb_get"", ""kb_get"", ""kb_get""]","[0.005553, 0.000555, 0.000213]",2026-09-03T11:03:29.231235+00:00
67,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,11570,1086,6989,0,12656,0,True,"[""login"", ""login""]","[0.072245, 0.001143]",2026-09-03T11:03:46.256738+00:00
68,reflect,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,9977,422,0,0,10399,0,True,[],[],2026-09-03T11:03:55.698620+00:00
69,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12081,334,1407,0,12415,0,True,"[""http_post"", ""http_post""]","[0.553356, 0.001169]",2026-09-03T11:04:04.217451+00:00
70,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,15057,248,12077,0,15305,0,True,"[""logout"", ""logout""]","[0.099043, 0.001173]",2026-09-03T11:04:09.683599+00:00
71,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,15242,164,15053,0,15406,0,True,"[""http_post"", ""http_post""]","[0.571454, 0.001143]",2026-09-03T11:04:12.689148+00:00
72,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,18138,485,15238,0,18623,0,True,"[""logout"", ""logout""]","[0.057916, 0.001518]",2026-09-03T11:04:21.490236+00:00
73,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,18342,110,18134,0,18452,0,True,"[""http_get"", ""http_get""]","[0.572406, 0.001167]",2026-09-03T11:04:23.760907+00:00
74,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,21181,1192,18338,0,22373,0,True,"[""login"", ""login""]","[0.098697, 0.001268]",2026-09-03T11:04:42.868786+00:00
75,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,21370,637,21177,0,22007,0,True,"[""http_post"", ""http_post""]","[0.554589, 0.001297]",2026-09-03T11:04:52.715325+00:00
76,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,24297,564,21366,0,24861,0,True,"[""http_post"", ""http_post""]","[0.568896, 0.001213]",2026-09-03T11:05:02.897645+00:00
77,reflect,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,23314,1202,9973,0,24516,0,True,[],[],2026-09-03T11:05:25.557469+00:00
78,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,25645,9314,25641,0,34959,0,True,"[""kb_get""]",[0.00533],2026-09-03T11:10:44.186503+00:00
79,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,27486,1889,25641,0,29375,0,True,"[""logout"", ""logout""]","[0.087164, 0.001758]",2026-09-03T11:11:12.990855+00:00
80,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,27732,168,27482,0,27900,0,True,"[""http_post"", ""http_post""]","[0.586962, 0.001332]",2026-09-03T11:11:16.238002+00:00
81,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,30634,606,27728,0,31240,0,True,"[""http_post"", ""http_post""]","[0.556279, 0.001474]",2026-09-03T11:11:27.274370+00:00
82,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,33593,274,30630,0,33867,0,True,"[""http_post"", ""http_post""]","[0.550513, 0.001344]",2026-09-03T11:11:33.394881+00:00
83,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,34018,227,33589,0,34245,0,True,"[""login"", ""login""]","[0.110662, 0.002011]",2026-09-03T11:11:38.087784+00:00
84,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,34171,201,34014,0,34372,0,True,"[""http_post"", ""http_post""]","[0.582871, 0.001346]",2026-09-03T11:11:41.843382+00:00
85,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,34574,221,34167,0,34795,0,True,"[""http_post"", ""http_post""]","[0.554776, 0.001345]",2026-09-03T11:11:46.460486+00:00
86,reflect,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,33127,877,23310,0,34004,0,True,[],[],2026-09-03T11:12:03.928677+00:00
87,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,35364,309,23597,0,35673,0,False,"[""kb_get""]",[0.004742],2026-09-03T11:12:13.245941+00:00
88,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,37187,460,35360,0,37647,0,True,"[""kb_get""]",[0.005077],2026-09-03T11:12:21.331435+00:00
89,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,38990,630,37183,0,39620,0,True,"[""http_post"", ""http_post""]","[0.556516, 0.001591]",2026-09-03T11:12:31.991340+00:00
90,agent,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,39415,271,38986,0,39686,0,True,"[""http_post"", ""http_post""]","[0.553959, 0.001899]",2026-09-03T11:12:37.440649+00:00
91,reflect,dast,DAST on remaining endpoints for XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,38353,1007,33123,0,39360,0,True,[],[],2026-09-03T11:12:55.782843+00:00
92,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,7935,260,7057,0,8195,0,True,[],[],2026-09-03T11:13:00.244888+00:00
93,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8022,451,7931,0,8473,0,True,[],[],2026-09-03T11:13:06.962709+00:00
94,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,8587,733,8018,0,9320,0,True,[],[],2026-09-03T11:13:17.770468+00:00
95,agent,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3299,174,0,0,3473,0,True,"[""kb_list_dir"", ""kb_list_dir"", ""kb_list_dir""]","[0.007022, 3e-05, 0.000349]",2026-09-03T11:13:21.694945+00:00
96,agent,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3478,82,3295,0,3560,0,False,"[""kb_get"", ""kb_get""]","[0.004498, 3.6e-05]",2026-09-03T11:13:23.353494+00:00
97,agent,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,4103,134,3474,0,4237,0,True,"[""login"", ""login""]","[0.098209, 0.001674]",2026-09-03T11:13:25.839611+00:00
98,agent,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,4240,174,4099,0,4414,0,True,"[""http_get"", ""http_get""]","[0.551884, 0.000881]",2026-09-03T11:13:28.898272+00:00
99,agent,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,5703,328,4236,0,6031,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.686149, 6.4e-05, 3.6e-05, 0.001166, 4.1e-05, 2.7e-05]",2026-09-03T11:13:34.686834+00:00
100,agent,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,12033,311,5699,0,12344,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.103775, 5.5e-05, 0.001173, 3.7e-05]",2026-09-03T11:13:43.031224+00:00
101,agent,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,16559,252,12029,0,16811,0,True,"[""kb_get"", ""http_get"", ""http_get""]","[0.578275, 5.4e-05, 0.001047]",2026-09-03T11:13:49.578586+00:00
102,agent,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,19030,985,16555,0,20015,0,True,"[""register_finding""]",[0.005866],2026-09-03T11:14:05.468858+00:00
103,reflect,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,18040,408,0,0,18448,0,True,[],[],2026-09-03T11:14:17.211449+00:00
104,agent,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,20205,309,0,0,20514,0,True,"[""kb_get""]",[0.005523],2026-09-03T11:14:28.382448+00:00
105,agent,exploitation,Exploitation of users search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,21048,501,20201,0,21549,0,True,[],[],2026-09-03T11:14:36.342015+00:00
106,planner,,,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,9239,346,8583,0,9585,0,True,[],[],2026-09-03T11:14:41.954011+00:00
107,agent,exploitation,Exploitation of posts search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3314,191,0,0,3505,0,True,"[""kb_get"", ""kb_list_dir"", ""kb_list_dir""]","[0.006187, 0.001006, 2.9e-05]",2026-09-03T11:14:46.140463+00:00
108,agent,exploitation,Exploitation of posts search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,3786,144,3310,0,3930,0,True,"[""kb_get"", ""kb_get""]","[0.005516, 4.2e-05]",2026-09-03T11:14:48.735921+00:00
109,agent,exploitation,Exploitation of posts search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,4894,397,3782,0,5291,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.629791, 3e-05, 1.2e-05, 0.000825, 2e-05, 1.3e-05]",2026-09-03T11:14:54.875669+00:00
110,agent,exploitation,Exploitation of posts search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6019,193,4890,0,6212,0,True,"[""kb_get""]",[0.004836],2026-09-03T11:14:59.900818+00:00
111,agent,exploitation,Exploitation of posts search XSS,unsloth/Qwen3.6-35B-A3B-GGUF:UD-Q4_K_M,6313,250,6015,0,6563,0,True,"[""http_get"", ""http_get"", ""http_get"", ""http_get""]","[1.098512, 3.2e-05, 0.001214, 2.5e-05]",2026-09-03T11:15:03.911428+00:00
